sp|Q54150|IPAJ_SHIFL,WP_185710396.1,52.451,204,97,0,54,257,24,227,3.76e-59,197,69.12
sp|Q54150|IPAJ_SHIFL,WP_414927269.1,49.524,210,95,3,53,259,29,230,4.11e-59,197,64.29
sp|Q54150|IPAJ_SHIFL,WP_197427728.1,50.000,200,98,2,55,254,33,230,4.20e-59,197,65.50
sp|Q54150|IPAJ_SHIFL,EPB3261834.1,49.261,203,96,4,54,254,17,214,3.47e-57,192,67.00
sp|Q54150|IPAJ_SHIFL,WP_191956647.1,53.500,200,93,0,54,253,23,222,5.11e-57,192,70.00
sp|Q54150|IPAJ_SHIFL,WP_052199001.1,53.140,207,97,0,49,255,19,225,6.45e-57,191,67.15
sp|Q54150|IPAJ_SHIFL,WP_206429726.1,53.459,159,74,0,97,255,1,159,1.42e-56,188,70.44
sp|Q54150|IPAJ_SHIFL,EGD8125652.1,100.000,86,0,0,1,86,1,86,8.08e-56,184,100.00
sp|Q54150|IPAJ_SHIFL,MDD0415975.1,100.000,87,0,0,173,259,1,87,1.95e-55,183,100.00
sp|Q54150|IPAJ_SHIFL,WP_275655456.1,46.535,202,105,3,53,254,30,228,2.48e-54,185,66.34
sp|Q54150|IPAJ_SHIFL,PRP71471.1,47.783,203,106,0,56,258,1174,1376,9.89e-54,198,66.01
sp|Q54150|IPAJ_SHIFL,WP_146131721.1,47.783,203,106,0,56,258,1970,2172,1.40e-53,197,66.01
sp|Q54150|IPAJ_SHIFL,MGK7591268.1,100.000,84,0,0,152,235,1,84,2.02e-53,177,100.00
sp|Q54150|IPAJ_SHIFL,MGK9832618.1,49.010,202,96,4,56,255,11,207,1.10e-52,180,65.84
sp|Q54150|IPAJ_SHIFL,WP_102062137.1,51.500,200,97,0,54,253,24,223,7.06e-51,177,67.00
sp|Q54150|IPAJ_SHIFL,WP_430761456.1,49.505,202,95,4,56,255,120,316,1.40e-50,178,66.34
sp|Q54150|IPAJ_SHIFL,WP_327749699.1,49.010,202,96,4,56,255,56,252,2.63e-50,176,65.84
sp|Q54150|IPAJ_SHIFL,EPC9081176.1,49.010,202,96,4,56,255,49,245,3.45e-50,175,65.84
sp|Q54150|IPAJ_SHIFL,WP_152430729.1,45.631,206,109,3,54,259,37,239,4.93e-50,181,62.14
sp|Q54150|IPAJ_SHIFL,WP_300626765.1,48.780,205,105,0,49,253,19,223,5.98e-50,174,65.37
sp|Q54150|IPAJ_SHIFL,MDD0738499.1,94.253,87,5,0,128,214,1,87,8.02e-50,169,94.25
sp|Q54150|IPAJ_SHIFL,WP_160931308.1,42.358,229,122,5,37,259,233,457,2.34e-49,179,59.83
sp|Q54150|IPAJ_SHIFL,ENV0659163.1,100.000,78,0,0,55,132,1,78,3.16e-48,164,100.00
sp|Q54150|IPAJ_SHIFL,MGC9940153.1,98.734,79,1,0,142,220,1,79,9.86e-48,163,98.73
sp|Q54150|IPAJ_SHIFL,MDD0738557.1,98.734,79,1,0,33,111,1,79,1.20e-47,163,98.73
sp|Q54150|IPAJ_SHIFL,WP_309252285.1,45.699,186,98,3,69,254,1,183,4.37e-47,165,65.59
sp|Q54150|IPAJ_SHIFL,EOY1375642.1,100.000,75,0,0,174,248,1,75,9.59e-47,160,100.00
sp|Q54150|IPAJ_SHIFL,WP_122488895.1,47.647,170,89,0,88,257,1,170,1.25e-46,163,64.12
sp|Q54150|IPAJ_SHIFL,MDD0481766.1,100.000,76,0,0,71,146,1,76,2.52e-46,159,100.00
sp|Q54150|IPAJ_SHIFL,ENA6089649.1,100.000,76,0,0,184,259,1,76,3.37e-46,159,100.00
sp|Q54150|IPAJ_SHIFL,WP_254499918.1,47.895,190,92,4,68,255,2,186,1.52e-45,161,64.74
sp|Q54150|IPAJ_SHIFL,WP_143155822.1,40.594,202,114,3,55,254,56,253,2.69e-45,163,61.88
sp|Q54150|IPAJ_SHIFL,WP_260679751.1,46.875,192,95,4,56,245,35,221,7.43e-45,160,64.58
sp|Q54150|IPAJ_SHIFL,HFR1664577.1,100.000,75,0,0,118,192,1,75,9.63e-45,155,100.00
sp|Q54150|IPAJ_SHIFL,EFY2680320.1,100.000,72,0,0,1,72,1,72,1.16e-44,155,100.00
sp|Q54150|IPAJ_SHIFL,WP_436019115.1,43.939,198,109,2,56,253,743,938,4.52e-44,170,62.63
sp|Q54150|IPAJ_SHIFL,WP_269717612.1,51.205,166,75,3,56,219,82,243,5.22e-44,159,68.07
sp|Q54150|IPAJ_SHIFL,WP_018692599.1,41.176,204,117,2,53,254,8,210,3.77e-43,156,57.35
sp|Q54150|IPAJ_SHIFL,WP_198170044.1,44.828,174,94,2,81,254,1,172,1.97e-41,150,60.34
sp|Q54150|IPAJ_SHIFL,WP_198089517.1,42.157,204,114,3,54,255,29,230,4.75e-41,152,57.35
sp|Q54150|IPAJ_SHIFL,EOK4618053.1,100.000,69,0,0,98,166,1,69,7.11e-41,145,100.00
sp|Q54150|IPAJ_SHIFL,MFL3511689.1,48.447,161,77,3,97,255,1,157,2.07e-38,142,65.22
sp|Q54150|IPAJ_SHIFL,EJX0800533.1,100.000,63,0,0,1,63,1,63,1.59e-37,136,100.00
sp|Q54150|IPAJ_SHIFL,HFF6472597.1,100.000,60,0,0,1,60,1,60,4.76e-35,130,100.00
sp|Q54150|IPAJ_SHIFL,HCS2934029.1,100.000,59,0,0,201,259,1,59,6.01e-34,127,100.00
sp|Q54150|IPAJ_SHIFL,ROS00364.1,41.294,201,104,5,56,254,3,191,7.21e-33,129,55.22
sp|Q54150|IPAJ_SHIFL,MCZ7054341.1,48.889,135,63,3,123,255,4,134,1.33e-31,124,67.41
sp|Q54150|IPAJ_SHIFL,WP_066641314.1,38.500,200,110,4,56,254,6,193,9.00e-31,123,53.50
sp|Q54150|IPAJ_SHIFL,WP_161861894.1,37.864,206,101,6,54,254,4,187,2.76e-30,122,52.43
sp|Q54150|IPAJ_SHIFL,HVJ89304.1,37.379,206,114,5,52,254,3,196,1.29e-28,118,49.51
sp|Q54150|IPAJ_SHIFL,WP_151926168.1,35.468,203,111,7,56,254,3,189,7.47e-27,113,55.17
sp|Q54150|IPAJ_SHIFL,WP_007589953.1,34.146,205,107,5,57,259,7,185,8.09e-27,113,50.24
sp|Q54150|IPAJ_SHIFL,WP_400794260.1,37.681,207,103,7,56,256,3,189,1.31e-26,112,53.14
sp|Q54150|IPAJ_SHIFL,WP_191943902.1,34.826,201,113,6,56,254,3,187,1.40e-26,112,52.24
sp|Q54150|IPAJ_SHIFL,MFY0578994.1,37.850,214,103,7,56,255,15,212,2.40e-26,112,50.93
sp|Q54150|IPAJ_SHIFL,EAA5547327.1,44.444,126,66,3,131,255,1,123,1.02e-25,108,64.29
sp|Q54150|IPAJ_SHIFL,WP_078743081.1,35.294,204,110,8,56,257,6,189,1.22e-25,110,52.45
sp|Q54150|IPAJ_SHIFL,HEJ7043059.1,42.857,126,66,3,131,254,1,122,1.98e-25,107,63.49
sp|Q54150|IPAJ_SHIFL,SMS00843.1,36.318,201,102,7,57,255,42,218,4.27e-25,109,52.74
sp|Q54150|IPAJ_SHIFL,WP_119741720.1,34.466,206,113,7,56,259,6,191,6.24e-25,108,51.46
sp|Q54150|IPAJ_SHIFL,WP_157664784.1,38.308,201,110,5,56,254,5,193,5.87e-24,105,57.21
sp|Q54150|IPAJ_SHIFL,ROM60965.1,46.491,114,61,0,142,255,1,114,1.82e-23,102,60.53
sp|Q54150|IPAJ_SHIFL,WP_086114096.1,36.275,204,116,6,56,254,3,197,1.02e-21,100,50.98
sp|Q54150|IPAJ_SHIFL,EAQ6295809.1,46.364,110,53,3,148,255,5,110,1.78e-21,97.1,66.36
sp|Q54150|IPAJ_SHIFL,ECG8257352.1,41.441,111,63,2,144,254,1,109,4.94e-21,95.9,64.86
sp|Q54150|IPAJ_SHIFL,WP_379487618.1,32.195,205,120,7,57,257,4,193,5.62e-21,98.2,49.76
sp|Q54150|IPAJ_SHIFL,MBW6965413.1,55.056,89,39,1,56,144,2,89,4.78e-20,92.4,68.54
sp|Q54150|IPAJ_SHIFL,MEZ4918495.1,32.701,211,124,8,53,255,2,202,1.32e-19,94.7,51.66
sp|Q54150|IPAJ_SHIFL,WP_143693184.1,34.737,190,98,7,68,255,2,167,2.58e-19,93.2,51.05
sp|Q54150|IPAJ_SHIFL,MEM9462981.1,33.005,203,122,6,57,254,7,200,2.87e-19,94.0,50.74
sp|Q54150|IPAJ_SHIFL,WP_367790764.1,38.202,178,92,4,57,225,5,173,5.49e-19,92.8,47.19
sp|Q54150|IPAJ_SHIFL,WP_325422347.1,34.158,202,108,6,56,255,4,182,8.45e-19,92.0,47.03


